,Код объекта,Комнатность,Общая площадь,Высота потолков,Ремонт,Санузел,Балкон,Материал окон,Солнечная сторона,Вид из окон,Счетчик воды,Железная дверь,Подключённые сервисы,Домофон,Этаж/Этажность,Серия,Год постройки,Стены,Номер дома,Колясочная,Двор,Парковка,Адрес,zipcode,url,Цена,Коммунальные платежи,Кухонный гарнитур,Кухня-гостиная,Нежилые помещения на первом этаже,Пандус,Площадка для выгула собак,Площадь кухни,Остекление балкона,Площадь балкона,Счетчик тепла,Гардеробная,Лифт,Консьерж,Велосипедная,Детская площадка,система водонагрева,Кладовка,Корпус,Мягкая мебель,Шкаф-купе,воздушные фильтры,Проходные комнаты,Квартира угловая / торцевая,строение,фильтры для воды,Постирочная,Видеодомофон,охранная сигнализация,кондиционер,Многоуровневая
189,5644194,1,31 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 5,Инд,,Блочные,6,,открытый двор,наземный паркинг,"Кондопога, ул. Бумажников, д. 6",,https://ptz.etagi.com//realty/5644194/,1 300 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,5658398,3,120 м²,2.5 м,Косметический ремонт,Раздельный,Лоджия,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,Инд,,Кирпичные,11,,открытый двор,наземный паркинг,"Ключевая, ул. Ключевское шоссе, д. 11",,https://ptz.etagi.com//realty/5658398/,5 000 000 руб.,,,да,,,,,есть,,,,,,,,,в квартире,,,,,,Да,,,,,,,
191,5645583,2,43.6 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые/деревянные,,во двор,есть,есть,"телефон, интернет",Есть,3 из 5,Инд,,Кирпичные,7,,открытый двор,наземный паркинг,"Голиковка, ул. Лизы Чайкиной, д. 7",,https://ptz.etagi.com//realty/5645583/,2 800 000 руб.,,+,,,,есть,,есть,,,,,,,,,,,+,,,,,,,,,,,
192,5644866,1,36 м²,2.55 м,Косметический ремонт,Совмещенный,Есть балкон,Пластиковые,все окна,во двор,есть,есть,"интернет, кабельное телевидение",Есть,9 из 9,Инд,1984,Кирпичные,55,,открытый двор,парковка отсутствует,"Первомайский, ул. Кутузова, д. 55",,https://ptz.etagi.com//realty/5644866/,1 950 000 руб.,,+,,,,,,есть,,,,пассажирский,,,,,в квартире,,,,,,,,,,,,,
193,5659061,4,12.5 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Общ,1971,Панельные,31,,открытый двор,наземный паркинг,"Первомайский, ул. Советская, д. 31",,https://ptz.etagi.com//realty/5659061/,800 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,5661651,2,67.5 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 9,Инд,2007,Панельные,14 к1,,открытый двор,наземный паркинг,"Голиковка, ул. Лизы Чайкиной, д. 14 к1",,https://ptz.etagi.com//realty/5661651/,4 950 000 руб.,,,,,,,,есть,,,,пассажирский и грузовой,,,,,,1,,,,,,,,,,,,
195,5647627,1,41.1 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,9 из 14,Инд,2021,Монолитные,19,,открытый двор,наземный паркинг,"Ключевая, ул. Петрова, д. 19",,https://ptz.etagi.com//realty/5647627/,3 600 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,5662813,2,54.3 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,2012,Панельные,6 к3,,открытый двор,наземный паркинг,"Ключевая, ул. Ключевая, д. 6 к3",,https://ptz.etagi.com//realty/5662813/,4 490 000 руб.,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,
197,5655039,1,26.7 м²,2.5 м,Современный ремонт,Совмещенный,Есть балкон,Пластиковые,все окна,"стены соседних домов, во двор",есть,есть,"интернет, кабельное телевидение",Есть,16 из 26,Инд,2016,Монолитные,15,,открытый двор,наземный паркинг,"Кукковка, ул. Энтузиастов, д. 15",,https://ptz.etagi.com//realty/5655039/,2 550 000 руб.,1.500-2000 ₽,+,,,,,,есть,,есть,,,,,,+,,,,,,,,,,,,,,
198,5657726,1,39 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,7 из 9,75 ,1989,Блочные,5,есть,открытый двор,парковка отсутствует,"Кукковка, ул. Лыжная, д. 5",,https://ptz.etagi.com//realty/5657726/,2 560 000 руб.,,,,,,,,,,,,пассажирский,,,,,,,,,,,,,,,,,,
199,5648774,2,45.2 м²,2.5 м,Современный ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,2018,Панельные,1,,открытый двор,наземный паркинг,"Древлянка, ул. Морозный пр., д. 1",,https://ptz.etagi.com//realty/5648774/,3 300 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,5644073,2,44 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 5,Инд,1968,Блочные,3,,открытый двор,наземный паркинг,"Кондопога, ул. Калинина, д. 3",,https://ptz.etagi.com//realty/5644073/,1 900 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,5644204,3,67 м²,2.5 м,Современный ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,7 из 10,Инд,,Панельные,67,,открытый двор,наземный паркинг,"Кондопога, ул. Октябрьское шоссе, д. 67",,https://ptz.etagi.com//realty/5644204/,3 300 000 руб.,,,да,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
202,5636040,2,44.5 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 4,Инд,,Кирпичные,43,,открытый двор,наземный паркинг,"Кондопога, ул. Пролетарская, д. 43",,https://ptz.etagi.com//realty/5636040/,1 750 000 руб.,2500-3000 ₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,5631944,3,77.4 м²,3.12 м,Частичный ремонт,Раздельный,Нет балкона,Деревянные,часть окон,"дороги, во двор",есть,,телефон,,1 из 2,Инд,1938,Деревянные,4,,открытый двор,наземный паркинг,"Сегежа, ул. Пионерская, д. 4",,https://ptz.etagi.com//realty/5631944/,650 000 руб.,,+,,,,,11.3 м²,,,,,,,,,,в квартире,,+,,,,,,,,,,,
204,5636065,3,92 м²,2.7 м,Улучшенная черновая отделка,Раздельный,Есть балкон,Пластиковые,все окна,"во двор, на детскую площадку",есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 6,Инд,2020,Панельные,8,есть,"закрытый двор, видеонаблюдение",наземный паркинг,"Древлянка, ул. Маршала Толбухина, д. 8",,https://ptz.etagi.com//realty/5636065/,5 000 000 руб.,,,да,,обычный,,,есть,,есть,,,,есть,,,,,,,,,,,,,,,,
205,5631907,3,65.1 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,6 из 9,75 ,1987,Панельные,25,есть,открытый двор,парковка отсутствует,"Древлянка, ул. Сыктывкарская, д. 25",,https://ptz.etagi.com//realty/5631907/,4 000 000 руб.,,,,,,,,,,,,пассажирский,,,,,,,,,,,,,,,,,,
206,5621383,2,43.1 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Инд,,Кирпичные,19,,открытый двор,наземный паркинг,"Октябрьский, ул. Советская, д. 19",,https://ptz.etagi.com//realty/5621383/,2 900 000 руб.,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
207,5617241,4,58.7 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 5,Хрущ,,Панельные,7,,открытый двор,наземный паркинг,"Эссойла с., ул. Школьная, д. 7",,https://ptz.etagi.com//realty/5617241/,1 299 000 руб.,,,,,,,,,,,,,,,,,,,,,,есть,Да,,,,,,,
208,5635687,4,70.8 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,8 из 9,Инд,1982,Панельные,25,,открытый двор,наземный паркинг,"Кукковка, ул. Комсомольский пр., д. 25",,https://ptz.etagi.com//realty/5635687/,4 110 000 руб.,,,,,,,8.2 м²,,6 м²,,,пассажирский и грузовой,,,,,,,,,,,,,,,,,,
209,5611522,1,35 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,10 из 11,75 ,1989,Панельные,22,,открытый двор,наземный паркинг,"Древлянка, ул. Берёзовая Аллея, д. 22",,https://ptz.etagi.com//realty/5611522/,2 500 000 руб.,,,,,,,,,,,,пассажирский и грузовой,,,,,,,,,,,,,,,,,,
210,5624199,1,31.8 м²,2.5 м,Частичный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,,интернет,Есть,4 из 5,Инд,1973,Блочные,44,,открытый двор,наземный паркинг,"Первомайский, ул. Шотмана, д. 44",,https://ptz.etagi.com//realty/5624199/,1 890 000 руб.,3500 ₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,5629703,2,45 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 5,Инд,,Кирпичные,36,,открытый двор,наземный паркинг,"Первомайский, ул. Первомайский пр-т, д. 36",,https://ptz.etagi.com//realty/5629703/,2 650 000 руб.,,+,,,,,,есть,,,,,,,,,,,,+,,,,,,,,,,
212,5635708,2,51 м²,2.5 м,Современный ремонт,Совмещенный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Инд,2016,Панельные,11,,открытый двор,наземный паркинг,"Древлянка, ул. Скандинавский пр., д. 11",,https://ptz.etagi.com//realty/5635708/,4 350 000 руб.,,,да,,,,,,,,,,,,,,,,,,,,Да,,,,,,,
213,5622303,1,33.2 м²,2.5 м,Косметический ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,"стены соседних домов, во двор, на детскую площадку",,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 10,Инд,,Монолитные,29,,открытый двор,наземный паркинг,"Голиковка, ул. Варламова, д. 29",,https://ptz.etagi.com//realty/5622303/,2 640 000 руб.,3500 ₽,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
214,5622133,1,37.6 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,7 из 12,Инд,,Кирпичные,18,,открытый двор,наземный паркинг,"Кукковка, ул. Ровио, д. 18",,https://ptz.etagi.com//realty/5622133/,2 950 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,5612915,3,74 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Инд,2014,Панельные,18,,открытый двор,наземный паркинг,"Перевалка, ул. Софьи Ковалевской, д. 18",,https://ptz.etagi.com//realty/5612915/,6 000 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,5624432,3,73 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,7 из 10,75 ,,Панельные,54,,открытый двор,наземный паркинг,"Перевалка, ул. Чкалова, д. 54",,https://ptz.etagi.com//realty/5624432/,4 680 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,5628131,2,53.6 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"интернет, кабельное телевидение",Есть,5 из 5,Инд,2008,Панельные,6,,открытый двор,наземный паркинг,"Ключевая, ул. Ключевая, д. 6",,https://ptz.etagi.com//realty/5628131/,3 800 000 руб.,4000-4500 ₽,+,,,,,7.5 м²,есть,"3,7 м²",,,,,,,,,,,,,,,,,,,,,
218,5630063,1,36.3 м²,2.5 м,Частичный ремонт,Совмещенный,Есть балкон,Пластиковые,все окна,"во двор, на детскую площадку",есть,есть,"телефон, интернет, кабельное телевидение",Есть,6 из 9,75 ,1992,Панельные,6 к2,есть,открытый двор,наземный паркинг,"Древлянка, ул. Интернационалистов бульвар, д. 6 к2",,https://ptz.etagi.com//realty/5630063/,2 350 000 руб.,2800-3500 ₽,,,,,есть,7.6 м²,есть,,,,пассажирский,,,,,отдельно от квартиры,2,,,,,,,,,,,,
219,5638427,1,39.5 м²,2.5 м,Косметический ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,9 из 9,Инд,,Панельные,65а,,открытый двор,наземный паркинг,"Кондопога, ул. Октябрьское шоссе, д. 65а",,https://ptz.etagi.com//realty/5638427/,1 550 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,5619485,3,65.2 м²,2.55 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 9,75 ,1989,Панельные,1,,открытый двор,наземный паркинг,"Древлянка, ул. Древлянка, д. 1",,https://ptz.etagi.com//realty/5619485/,3 750 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5644265,2,53.4 м²,3.3 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 4,Инд,1941,Кирпичные,12,,открытый двор,наземный паркинг,"Центр, ул. Ленина пр-т, д. 12",,https://ptz.etagi.com//realty/5644265/,4 900 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,5637165,5,12.5 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 5,Общ,1960,Кирпичные,3,,открытый двор,парковка отсутствует,"Голиковка, ул. Лососинская набережная, д. 3",,https://ptz.etagi.com//realty/5637165/,550 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,5635299,3,62 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,Инд,1975,Панельные,23,,открытый двор,парковка отсутствует,"Ключевая, ул. Репникова, д. 23",,https://ptz.etagi.com//realty/5635299/,3 480 000 руб.,,,,,,,,есть,,,,,,,,+,,,,,,,,,,,,,,
224,5629657,2,53.6 м²,2.6 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,Инд,2010,Панельные,15а,,открытый двор,наземный паркинг,"Октябрьский, ул. Зайцева, д. 15а",,https://ptz.etagi.com//realty/5629657/,5 900 000 руб.,5000-6000 ₽,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
225,5613820,1,18 м²,2.5 м,Косметический ремонт,Раздельный,Нет балкона,Пластиковые,все окна,во двор,,есть,"интернет, кабельное телевидение",Есть,4 из 5,Общ,1984,Кирпичные,2,,открытый двор,парковка отсутствует,"Железнодорожный, ул. Щорса, д. 2",,https://ptz.etagi.com//realty/5613820/,780 000 руб.,2500 ₽,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,5613807,3,60.7 м²,2.5 м,Частичный ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 3,Инд,2016,Блочные,92Б,,открытый двор,наземный паркинг,"Перевалка, ул. Муезерская, д. 92Б",,https://ptz.etagi.com//realty/5613807/,3 500 000 руб.,5000 ₽,+,,,,,8.9 м²,,,,,,,,,,,,,,,,,,,,,,,
227,5622856,1,31 м²,2.5 м,Частичный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,Хрущ,,Панельные,22,,открытый двор,наземный паркинг,"Октябрьский, ул. Октябрьский пр-т, д. 22",,https://ptz.etagi.com//realty/5622856/,2 200 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,5634070,1,12 м²,2.5 м,Косметический ремонт,Раздельный,Нет балкона,Пластиковые,все окна,во двор,есть,есть,интернет,Есть,7 из 9,Общ,1974,Кирпичные,55а,,открытый двор,наземный паркинг,"Голиковка, ул. Калинина, д. 55а",,https://ptz.etagi.com//realty/5634070/,750 000 руб.,,+,,,обычный,,,,,,,пассажирский,,,,,,,+,+,,,,,,,,,,
229,5628432,4,58.7 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",,2 из 5,Хрущ,,Панельные,7,,открытый двор,наземный паркинг,"Эссойла с., ул. Школьная, д. 7",,https://ptz.etagi.com//realty/5628432/,1 750 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,5627272,2,51.5 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,Инд,,Кирпичные,10,,открытый двор,наземный паркинг,"Пиндуши ПГТ, ул. Конституции, д. 10",,https://ptz.etagi.com//realty/5627272/,940 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,5631007,2,46 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 5,Инд,1963,Блочные,3,,открытый двор,парковка отсутствует,"Голиковка, ул. Машезерская, д. 3",,https://ptz.etagi.com//realty/5631007/,2 870 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,5613896,1,33 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,Инд,,Кирпичные,16,,открытый двор,наземный паркинг,"Медвежьегорск, ул. Заводская, д. 16",,https://ptz.etagi.com//realty/5613896/,1 450 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,5615916,1,18 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Общ,1990,Кирпичные,63,,открытый двор,парковка отсутствует,"Сулажгора, ул. Жуковского, д. 63",,https://ptz.etagi.com//realty/5615916/,600 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,5585216,1,13 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Общ,1982,Панельные,8В,,открытый двор,наземный паркинг,"5-й посёлок, ул. Боровая, д. 8В",,https://ptz.etagi.com//realty/5585216/,550 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,5585478,3,65 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 9,Инд,2006,Панельные,34,,открытый двор,наземный паркинг,"Кукковка, ул. Ровио, д. 34",,https://ptz.etagi.com//realty/5585478/,4 200 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,5611456,1,33.9 м²,2.5 м,Косметический ремонт,Совмещенный,Лоджия,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,8 из 9,75 ,1987,Панельные,3,,открытый двор,наземный паркинг,"Древлянка, ул. Древлянка, д. 3",,https://ptz.etagi.com//realty/5611456/,2 420 000 руб.,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
237,5614075,1,27.7 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,1976,Кирпичные,27,,открытый двор,наземный паркинг,"Медвежьегорск, ул. Ленина, д. 27",,https://ptz.etagi.com//realty/5614075/,1 100 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,5598721,3,74.5 м²,3 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 4,Инд,,Кирпичные,11,,открытый двор,парковка отсутствует,"Центр, ул. Фридриха Энгельса, д. 11",,https://ptz.etagi.com//realty/5598721/,4 950 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,5592032,2,59.9 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,13 из 22,Инд,2017,Монолитные,40А,,открытый двор,наземный паркинг,"Перевалка, ул. Чапаева, д. 40А",,https://ptz.etagi.com//realty/5592032/,4 900 000 руб.,,,да,,,,,,,,,пассажирский и грузовой,,,,,,,,,,,,,,,,,,
240,5596993,1,34.5 м²,2.55 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,14 из 16,Инд,1993,Панельные,2,,открытый двор,наземный паркинг,"Перевалка, ул. Архипова, д. 2",,https://ptz.etagi.com//realty/5596993/,2 400 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,5599579,3,53.9 м²,2.5 м,Косметический ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,"дороги, во двор",,есть,"телефон, интернет, кабельное телевидение",,2 из 2,Инд,,Деревянные,3,,открытый двор,наземный паркинг,"Соломенное, ул. Логмозерская, д. 3",,https://ptz.etagi.com//realty/5599579/,1 558 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,5614973,3,71.6 м²,2.5 м,Косметический ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 3,Инд,,Панельные,8,,открытый двор,наземный паркинг,"Чална, ул. Светлая, д. 8",,https://ptz.etagi.com//realty/5614973/,2 300 000 руб.,,,,,,,11 м²,,,,,,,,,,,,,,,,,,,,,,,
243,5595226,2,52 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 9,Инд,2011,Панельные,102Б,,открытый двор,наземный паркинг,"Перевалка, ул. Чапаева, д. 102Б",,https://ptz.etagi.com//realty/5595226/,3 880 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,5608772,1,12 м²,2.5 м,Частичный ремонт,Раздельный,Есть балкон,Пластиковые,все окна,во двор,,есть,"интернет, кабельное телевидение",Есть,3 из 5,Общ,1970,Кирпичные,4а,,открытый двор,наземный паркинг,"Октябрьский, ул. Калевалы, д. 4а",,https://ptz.etagi.com//realty/5608772/,690 000 руб.,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
245,5579942,1,30 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,Инд,1972,Панельные,26,,открытый двор,парковка отсутствует,"Голиковка, ул. Лесная, д. 26",,https://ptz.etagi.com//realty/5579942/,2 150 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,5582565,3,59.1 м²,2.5 м,Частичный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 5,Инд,,Кирпичные,43,,открытый двор,наземный паркинг,"Голиковка, ул. Калинина, д. 43",,https://ptz.etagi.com//realty/5582565/,3 800 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,5613525,2,49.5 м²,2.7 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,Хрущ,1994,Панельные,37,,открытый двор,наземный паркинг,"Мелиоративный п., ул. Петрозаводская, д. 37",,https://ptz.etagi.com//realty/5613525/,2 000 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,5609182,3,60.2 м²,2.7 м,Косметический ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,"памятники архитектуры, культуры, пешеходные бульвары, во двор",есть,есть,"интернет, кабельное телевидение",Есть,2 из 2,Инд,,Деревянные,12,,закрытый двор,наземный паркинг,"Голиковка, ул. Володарского, д. 12",,https://ptz.etagi.com//realty/5609182/,2 500 000 руб.,,+,,,,,12.7 м²,,нет м²,,,,,,,+,,,,+,,есть,,,,,,,,
249,5581195,2,45.5 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 2,Инд,,Деревянные,13,,открытый двор,наземный паркинг,"Птицефабрика, ул. Птицефабрика, д. 13",,https://ptz.etagi.com//realty/5581195/,1 350 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,5613454,2,42.8 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,Инд,1960,Кирпичные,7,,открытый двор,наземный паркинг,"Центр, ул. Кирова, д. 7",,https://ptz.etagi.com//realty/5613454/,2 450 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,5611455,1,29.3 м²,2.7 м,Косметический ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,8 из 9,Инд,2010,Кирпичные,59,,открытый двор,наземный паркинг,"Октябрьский, ул. Октябрьский пр-т, д. 59",,https://ptz.etagi.com//realty/5611455/,2 770 000 руб.,,,,,,,,есть,,,,пассажирский и грузовой,,,,,,,,,,,,,,,,,,
252,5605730,1,31.5 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,1984,Кирпичные,4,,открытый двор,парковка отсутствует,"Перевалка, ул. Ругозерский пер., д. 4",,https://ptz.etagi.com//realty/5605730/,2 649 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
