,Код объекта,Комнатность,Общая площадь,Высота потолков,Ремонт,Санузел,Балкон,Материал окон,Солнечная сторона,Вид из окон,Счетчик воды,Железная дверь,Подключённые сервисы,Домофон,Этаж/Этажность,Серия,Год постройки,Стены,Номер дома,Колясочная,Двор,Парковка,Адрес,zipcode,url,Цена,Коммунальные платежи,Кухонный гарнитур,Кухня-гостиная,Нежилые помещения на первом этаже,Пандус,Площадка для выгула собак,Площадь кухни,Остекление балкона,Площадь балкона,Счетчик тепла,Гардеробная,Лифт,Консьерж,Велосипедная,Детская площадка,система водонагрева,Кладовка,Корпус,Мягкая мебель,Шкаф-купе,воздушные фильтры,Проходные комнаты,Квартира угловая / торцевая,строение,фильтры для воды,Постирочная,Видеодомофон,охранная сигнализация,кондиционер,Многоуровневая
615,4342447,1,13 м²,2.5 м,Косметический ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Общ,1969,Панельные,20а,,открытый двор,наземный паркинг,"Зарека, ул. Ригачина, д. 20а",,https://ptz.etagi.com//realty/4342447/,500 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,4376522,1,37 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,9 из 9,Инд,,Блочные,5,,открытый двор,наземный паркинг,"Кукковка, ул. Лыжная, д. 5",,https://ptz.etagi.com//realty/4376522/,2 060 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,4561287,1,36.9 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 10,Инд,1994,Панельные,60,,открытый двор,парковка отсутствует,"Октябрьский, ул. Октябрьский пр-т, д. 60",,https://ptz.etagi.com//realty/4561287/,2 300 000 руб.,,,,,,,,,,,,пассажирский и грузовой,,,,,,,,,,,,,,,,,,
618,4484879,2,46 м²,2.5 м,Косметический ремонт,Совмещенный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 2,Инд,1958,Панельные,42,,открытый двор,наземный паркинг,"Чална-1 п., ул. Завражнова, д. 42",,https://ptz.etagi.com//realty/4484879/,999 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,4394987,4,85.8 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,75 ,1980,Панельные,71,,открытый двор,наземный паркинг,"Кукковка, ул. Балтийская, д. 71",,https://ptz.etagi.com//realty/4394987/,3 899 000 руб.,,,,,,,9.8 м²,,,,,,,,,,,,,,,,,,,,,,,
620,4480107,4,71 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,6 из 9,75 ,1982,Панельные,29,,открытый двор,наземный паркинг,"Древлянка, ул. Сыктывкарская, д. 29",,https://ptz.etagi.com//realty/4480107/,4 200 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,4335696,5,13 м²,2.5 м,Частичный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Общ,1962,Блочные,44,,открытый двор,наземный паркинг,"Голиковка, ул. Володарского, д. 44",,https://ptz.etagi.com//realty/4335696/,500 000 руб.,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,,,
622,4123841,3,83.7 м²,3.1 м,Косметический ремонт,Раздельный,Нет балкона,Пластиковые/деревянные,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 9,Инд,1977,Кирпичные,57в,,открытый двор,наземный паркинг,"Голиковка, ул. Калинина, д. 57в",,https://ptz.etagi.com//realty/4123841/,4 800 000 руб.,,,,,,,11.2 м²,,,,,,,,"песочница, качели, горка",,,,,,,,,,,,,,,
623,4139793,4,8 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 9,75 ,1990,Панельные,34,,открытый двор,наземный паркинг,"Древлянка, ул. Лососинское шоссе, д. 34",,https://ptz.etagi.com//realty/4139793/,499 000 руб.,,,,,,,,,,,,пассажирский,,,,,,,,,,,,,,,,,,
624,4270319,1,13 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Инд,1984,Кирпичные,40,,открытый двор,наземный паркинг,"Голиковка, ул. Варламова, д. 40",,https://ptz.etagi.com//realty/4270319/,600 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,4304769,1,38.5 м²,2.5 м,Косметический ремонт,Совмещенный,Есть балкон,Пластиковые/деревянные,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Инд,1999,Панельные,6,,открытый двор,наземный паркинг,"Перевалка, ул. Архипова, д. 6",,https://ptz.etagi.com//realty/4304769/,2 750 000 руб.,,,,,,,9.4 м²,,,,,,,,,,,,,,,,,,,,,,,
626,4309708,3,12 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 9,75 ,,Панельные,34,,открытый двор,наземный паркинг,"Древлянка, ул. Лососинское шоссе, д. 34",,https://ptz.etagi.com//realty/4309708/,700 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,4304870,1,16 м²,2.5 м,Современный ремонт,,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Общ,1969,Панельные,20а,,открытый двор,наземный паркинг,"Зарека, ул. Ригачина, д. 20а",,https://ptz.etagi.com//realty/4304870/,690 000 руб.,,+,,,,есть,,,,,,,,,,,,,+,+,,,,,,,,,,
628,4201228,1,28.2 м²,2.5 м,Улучшенная черновая отделка,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 3,Инд,,Кирпичные,7,,открытый двор,наземный паркинг,"Университетский городок, ул. Луганский пр., д. 7",,https://ptz.etagi.com//realty/4201228/,3 100 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,4148154,2,47.7 м²,2.7 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,Инд,,Панельные,61,,открытый двор,наземный паркинг,"Апатиты, ул. Строителей, д. 61",,https://ptz.etagi.com//realty/4148154/,920 000 руб.,,,да,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,4216722,2,48.6 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 2,Инд,1967,Деревянные,17,,открытый двор,наземный паркинг,"Октябрьский, ул. Октябрьский пр-т, д. 17",,https://ptz.etagi.com//realty/4216722/,2 500 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,4099873,3,81.4 м²,2.7 м,Косметический ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,"дороги, во двор, на детскую площадку",есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Инд,2009,Панельные,14,,открытый двор,наземный паркинг,"Голиковка, ул. Лизы Чайкиной, д. 14",,https://ptz.etagi.com//realty/4099873/,4 599 000 руб.,,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
632,4291848,1,13 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,"стены соседних домов, во двор",,,"телефон, интернет, кабельное телевидение",Есть,1 из 5,Инд,1982,Кирпичные,4а,,открытый двор,наземный паркинг,"Зарека, ул. Волховская, д. 4а",,https://ptz.etagi.com//realty/4291848/,600 000 руб.,,,,,,есть,,,,,,,,есть,,,,,,,,,,,,,,,,
633,4167465,3,62.1 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 4,Инд,2014,Панельные,14,,открытый двор,наземный паркинг,"Древлянка, ул. Скандинавский пр., д. 14",,https://ptz.etagi.com//realty/4167465/,4 250 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,4084360,1,40.9 м²,2.5 м,Косметический ремонт,Совмещенный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 2,Инд,1986,Деревянные,3в,,открытый двор,гостевой паркинг,"Первомайский, ул. Халтурина, д. 3в",,https://ptz.etagi.com//realty/4084360/,1 100 000 руб.,3500 ₽,+,,,,,7.4 м²,,,,,,,,,,,,,+,,,,,,,,,,
635,4287130,3,74 м²,2.75 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 5,75 ,,Панельные,8,,открытый двор,парковка отсутствует,"Деревянка п., ул. Мира, д. 8",,https://ptz.etagi.com//realty/4287130/,1 760 000 руб.,,,,,,,15 м²,,,,,,,,,,,,,,,,,,,,,,,
636,4167006,1,32 м²,2.5 м,Косметический ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,дороги,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 5,Инд,1966,Панельные,8,,открытый двор,наземный паркинг,"Октябрьский, ул. Ленинградская, д. 8",,https://ptz.etagi.com//realty/4167006/,2 360 000 руб.,3500 ₽,,,,,,,,,,,,,,,,в квартире,,,,,,,,,,,,,
637,4293465,1,41 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 10,75 ,1990,Панельные,21 к9,,открытый двор,наземный паркинг,"Древлянка, ул. Лососинское шоссе, д. 21 к9",,https://ptz.etagi.com//realty/4293465/,2 800 000 руб.,,,,,,,,,,,,пассажирский,,,,,,9,,,,,,,,,,,,
638,4077667,2,47.9 м²,2.5 м,Косметический ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 5,Инд,1976,Панельные,4,,открытый двор,наземный паркинг,"Зарека, ул. Чернышевского, д. 4",,https://ptz.etagi.com//realty/4077667/,2 480 000 руб.,,,,,,,6.1 м²,,,,,,,,,,,,,,,,,,,,,,,
639,4092393,1,30 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 2,Инд,,Деревянные,51,,открытый двор,наземный паркинг,"Кукковка, ул. Мончегорская, д. 51",,https://ptz.etagi.com//realty/4092393/,900 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,4164121,2,44.8 м²,2.5 м,Частичный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 2,Инд,,Блочные,10,,открытый двор,наземный паркинг,"Томицы, ул. Шуйское шоссе, д. 10",,https://ptz.etagi.com//realty/4164121/,650 000 руб.,,,,,,,5.2 м²,,,,,,,,,,,,,,,,,,,,,,,
641,4270298,5,13 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 5,Инд,1962,Кирпичные,20,,открытый двор,наземный паркинг,"Центр, ул. Куйбышева, д. 20",,https://ptz.etagi.com//realty/4270298/,750 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,4151287,3,63.8 м²,3.25 м,Современный ремонт,Совмещенный,Есть балкон,Пластиковые,все окна,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 4,Инд,1952,Кирпичные,5,,открытый двор,наземный паркинг,"Центр, ул. Гоголя, д. 5",,https://ptz.etagi.com//realty/4151287/,4 820 000 руб.,4000 ₽,+,,,,,9 м²,есть,"0,5 м²",есть,+,,,,,+,в квартире,,,,,,,,,,,,,
643,4249387,3,69.4 м²,3.15 м,Современный ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 4,Инд,1986,Кирпичные,41,,открытый двор,наземный паркинг,"Центр, ул. Герцена, д. 41",,https://ptz.etagi.com//realty/4249387/,7 000 000 руб.,2500-4000 ₽,,,,,,,есть,,,,,,,,,,,,,,,,,,,,,,
644,4163024,3,67 м²,2.5 м,Требует ремонта,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 2,Инд,,Кирпичные,4,,открытый двор,наземный паркинг,"Сулажгора, ул. Пряжинское шоссе, д. 4",,https://ptz.etagi.com//realty/4163024/,790 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,4286684,3,66.9 м²,2.5 м,Частичный ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 2,Инд,,Деревянные,53,,открытый двор,наземный паркинг,"Первомайский, ул. Кутузова, д. 53",,https://ptz.etagi.com//realty/4286684/,1 650 000 руб.,,,,,,,9 м²,,,,,,,,,,,,,,,,,,,,,,,
646,4144874,3,50 м²,2.5 м,Частичный ремонт,Раздельный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 2,Инд,,Кирпичные,32а,,открытый двор,наземный паркинг,"Соломенное, ул. Рабочая, д. 32а",,https://ptz.etagi.com//realty/4144874/,690 000 руб.,,,,,,,6 м²,,,,,,,,,,,,,,,,,,,,,,,
647,4306374,2,87.8 м²,2.5 м,Частичный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 4,Инд,1959,Кирпичные,38,,открытый двор,наземный паркинг,"Центр, ул. Ленина пр-т, д. 38",,https://ptz.etagi.com//realty/4306374/,4 200 000 руб.,,,,,,,16 м²,,,,,,,,,,,,,,,,,,,,,,,
648,4305691,1,18 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 9,Общ,2004,Кирпичные,58,,открытый двор,наземный паркинг,"Первомайский, ул. Первомайский пр-т, д. 58",,https://ptz.etagi.com//realty/4305691/,750 000 руб.,,,,,,,,,,,,пассажирский и грузовой,,,,,,,,,,,,,,,,,,
649,4063914,4,72 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,335-с,1979,Панельные,6,,открытый двор,парковка отсутствует,"Кукковка, ул. Парфёнова, д. 6",,https://ptz.etagi.com//realty/4063914/,3 770 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,4249318,2,50 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,3 из 5,Инд,,Панельные,56,,открытый двор,наземный паркинг,"Кончезеро с., ул. Советов, д. 56",,https://ptz.etagi.com//realty/4249318/,1 350 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,4235899,2,60.2 м²,2.6 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 6,Инд,2003,Кирпичные,9,,"закрытый двор, ворота",парковка отсутствует,"Первомайский, ул. Ведлозерская, д. 9",,https://ptz.etagi.com//realty/4235899/,5 200 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,3904353,2,53.7 м²,2.5 м,Частичный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,1979,Панельные,6,,открытый двор,наземный паркинг,"Кукковка, ул. Генерала Фролова, д. 6",,https://ptz.etagi.com//realty/3904353/,2 900 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,3965096,3,110 м²,2.5 м,Современный ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 4,Инд,2000,Кирпичные,27,,закрытый двор,парковка отсутствует,"Голиковка, ул. Володарского, д. 27",,https://ptz.etagi.com//realty/3965096/,7 650 000 руб.,,,,,,,16 м²,,,,,,,,,,,,,,,,,,,,,,,
654,3767727,2,75.9 м²,3.05 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,2004,Кирпичные,16А,,закрытый двор,наземный паркинг,"Центр, ул. Максима Горького, д. 16А",,https://ptz.etagi.com//realty/3767727/,5 799 000 руб.,5000 -6000 ₽,,да,есть,,есть,9.5 м²,,,,,,,,,,,,,,,,,,,,,,,
655,3908456,1,37 м²,2.8 м,Улучшенная черновая отделка,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,,,"телефон, интернет, кабельное телевидение",,5 из 10,Инд,2021,Монолитные,9,есть,открытый двор,"парковка, гостевой паркинг","Древлянка, ул. Благодатная, д. 9",,https://ptz.etagi.com//realty/3908456/,2 550 000 руб.,,,да,есть,,,,есть,,,,пассажирский и грузовой,,,"песочница, качели, горка, полоса препятствий, домики, турники",,,,,,,,,,,,Есть,,,
656,4048192,3,139 м²,2.8 м,Косметический ремонт,Совмещенный,Есть балкон,Деревянные,часть окон,на детскую площадку,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 2,Инд,2008,Блочные,8256 к3,,"закрытый двор, ворота",наземный паркинг,"Болгария, ул. Свети Влас, д. 8256 к3",,https://ptz.etagi.com//realty/4048192/,7 990 000 руб.,,,да,,,,,,,,,,,,,,,3,,,,,,,,,,,,"да, 2 уровня"
657,3877620,2,60.3 м²,3 м,Косметический ремонт,Совмещенный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 3,Инд,1954,Кирпичные,4,,открытый двор,наземный паркинг,"Зарека, ул. Ригачина, д. 4",,https://ptz.etagi.com//realty/3877620/,3 290 000 руб.,,,,,,,14 м²,,,,,,,,,,,,,,,,,,,,,,,
658,4011658,2,51 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 6,Инд,,Кирпичные,13,,открытый двор,наземный паркинг,"Ключевая, ул. Ключевское шоссе, д. 13",,https://ptz.etagi.com//realty/4011658/,3 400 000 руб.,,,,,,,9 м²,,,,,,,,,,,,,,,,,,,,,,,
659,3946579,3,52.5 м²,2.62 м,Косметический ремонт,Совмещенный,Нет балкона,Пластиковые,часть окон,"стены соседних домов, во двор",есть,есть,интернет,,2 из 2,Инд,1963,Кирпичные,4,,открытый двор,"наземный паркинг, гараж во дворе","Шуя п., ул. Дорожная, д. 4",,https://ptz.etagi.com//realty/3946579/,1 600 000 руб.,,+,,,,,5.5 м²,,,,,,,,,,,,,,,,Да,,,,,,,
660,3746449,4,71.2 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Деревянные,часть окон,"во двор, на детскую площадку",есть,есть,"телефон, интернет, кабельное телевидение",Есть,5 из 5,Инд,1975,Панельные,10,,открытый двор,парковка отсутствует,"Новая Вилга п., ул. Школьная, д. 10",,https://ptz.etagi.com//realty/3746449/,1 550 000 руб.,6000-6500 ₽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,3835822,2,57.3 м²,2.5 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,2 из 9,Хрущ,1975,Панельные,5,,открытый двор,наземный паркинг,"Октябрьский, ул. Мурманская, д. 5",,https://ptz.etagi.com//realty/3835822/,2 850 000 руб.,,,,,,,7.7 м²,,4 м²,,,,,,,,,,,,,,,,,,,,,
662,3789120,2,45.3 м²,2.7 м,Современный ремонт,Совмещенный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,4 из 5,Инд,1962,Кирпичные,1,,открытый двор,наземный паркинг,"Зарека, ул. Набережная Гюллинга, д. 1",,https://ptz.etagi.com//realty/3789120/,3 850 000 руб.,,+,,,,,5.7 м²,,,,,,,,,,,,+,+,,,,,,,,,,
663,4055206,3,60.4 м²,2.5 м,Косметический ремонт,Совмещенный,Нет балкона,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,1 из 3,Инд,,Панельные,4,,открытый двор,парковка отсутствует,"Шуя п., ул. Советская, д. 4",,https://ptz.etagi.com//realty/4055206/,2 200 000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,3763106,2,56.5 м²,3 м,Косметический ремонт,Раздельный,Есть балкон,Пластиковые,часть окон,во двор,есть,есть,"телефон, интернет, кабельное телевидение",Есть,8 из 9,75 ,1987,Панельные,10,,открытый двор,наземный паркинг,"Древлянка, ул. Попова, д. 10",,https://ptz.etagi.com//realty/3763106/,3 100 000 руб.,,,,,,,,,,,,пассажирский и грузовой,,,,,,,,,,,,,,,,,,
