Код объекта,Комнатность,Ремонт,Балкон,Материал окон,Серия,Год постройки,Стены,url,Адрес,наземный паркинг,гостевой паркинг,парковка отсутствует,подземный паркинг,гараж во дворе,парковка,Двор,Железная дверь,Счетчик воды,во двор,на детскую площадку,стены соседних домов,памятники архитектуры,культуры,пешеходные бульвары,дороги,трассы,автомобильные мосты,Высота потолков,Общая площадь,этаж,всего этажей,цена
5330811,1,Косметический ремонт,Нет балкона,Пластиковые,Инд,1958.0,Блочные,https://ptz.etagi.com//realty/5330811/,Зарека,1,0,0,0,0,0,открытый двор,есть,отсутствует,0,0,0,0,0,0,1,0,0,2.97,30.0,1,3,2050.0
5351088,3,Улучшенная черновая отделка,Есть балкон,Пластиковые,Инд,2021.0,Панельные,https://ptz.etagi.com//realty/5351088/,Древлянка,1,1,0,0,0,0,закрытый двор,есть,есть,1,1,0,0,0,0,0,0,0,2.7,60.0,2,5,3300.0
5310607,1,Косметический ремонт,Есть балкон,Пластиковые,75 ,1983.0,Панельные,https://ptz.etagi.com//realty/5310607/,Кукковка,0,0,1,0,0,0,закрытый двор,есть,есть,1,0,0,0,0,0,0,0,0,3.0,35.3,4,9,2550.0
5329499,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Деревянные,https://ptz.etagi.com//realty/5329499/,Эссойла с.,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,3372.0,1,1,650.0
5309113,2,Требует ремонта,Нет балкона,Пластиковые,Инд,1960.0,Кирпичные,https://ptz.etagi.com//realty/5309113/,Октябрьский,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,43.6,3,3,2280.0
5305411,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,2013.0,Панельные,https://ptz.etagi.com//realty/5305411/,Древлянка,1,1,0,0,0,0,открытый двор,есть,есть,1,1,0,0,0,0,0,0,0,2.5,37.0,1,5,2990.0
5345036,1,Черновая отделка,Есть балкон,Пластиковые,75 ,1985.0,Панельные,https://ptz.etagi.com//realty/5345036/,Кукковка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,21.0,1,9,750.0
5316779,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,1963.0,Панельные,https://ptz.etagi.com//realty/5316779/,Зарека,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,30.4,5,5,2260.0
5260107,3,Частичный ремонт,Есть балкон,Пластиковые,Инд,1971.0,Кирпичные,https://ptz.etagi.com//realty/5260107/,Голиковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,57.3,2,5,3500.0
5292452,2,Косметический ремонт,Есть балкон,Пластиковые,1-335,1968.0,Панельные,https://ptz.etagi.com//realty/5292452/,Октябрьский,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,43.5,1,5,2700.0
5288945,3,Ремонт по дизайн проекту,Есть балкон,Пластиковые,Инд,2015.0,Панельные,https://ptz.etagi.com//realty/5288945/,Старая Кукковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,70.0,1,5,5500.0
5294534,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,2014.0,Панельные,https://ptz.etagi.com//realty/5294534/,Кукковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,33.1,4,5,2650.0
5253090,2,Косметический ремонт,Есть балкон,Пластиковые,Хрущ,1974.0,Кирпичные,https://ptz.etagi.com//realty/5253090/,Голиковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,49.0,1,5,2850.0
5226141,3,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Кирпичные,https://ptz.etagi.com//realty/5226141/,Голиковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,56.2,4,5,3580.0
5288493,4,Ремонт по дизайн проекту,Есть балкон,Пластиковые,Инд,2008.0,Кирпичные,https://ptz.etagi.com//realty/5288493/,Перевалка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,112.0,4,5,9500.0
5262388,2,Косметический ремонт,Есть балкон,Пластиковые,75 ,,Панельные,https://ptz.etagi.com//realty/5262388/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,53.0,1,9,3700.0
5245620,1,Косметический ремонт,Нет балкона,Деревянные,Общ,1984.0,Кирпичные,https://ptz.etagi.com//realty/5245620/,Ключевая,0,0,1,0,0,0,открытый двор,есть,отсутствует,1,0,0,0,0,0,0,0,0,2.5,18.0,5,5,550.0
5271691,1,Косметический ремонт,Есть балкон,Деревянные,Инд,1976.0,Кирпичные,https://ptz.etagi.com//realty/5271691/,Соломенное,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,30.5,4,5,1700.0
5260399,1,Улучшенная черновая отделка,Есть балкон,Пластиковые,Инд,2018.0,Блочные,https://ptz.etagi.com//realty/5260399/,Сайнаволок,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,34.0,2,3,1910.0
5243905,3,Косметический ремонт,Нет балкона,Деревянные,Инд,1954.0,Кирпичные,https://ptz.etagi.com//realty/5243905/,Первомайский,1,0,0,0,0,0,открытый двор,есть,есть,1,0,1,0,0,0,0,0,0,2.5,56.8,4,4,2700.0
5287710,2,Косметический ремонт,Есть балкон,Пластиковые,Общ,,Панельные,https://ptz.etagi.com//realty/5287710/,Мелиоративный п.,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,36.0,2,5,699.0
5239076,1,Частичный ремонт,Есть балкон,Пластиковые,Инд,,Деревянные,https://ptz.etagi.com//realty/5239076/,Центр,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,33.0,1,2,1200.0
5273623,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Деревянные,https://ptz.etagi.com//realty/5273623/,Зарека,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,26.0,1,2,1050.0
5276039,1,Частичный ремонт,Нет балкона,Деревянные,Инд,1963.0,Кирпичные,https://ptz.etagi.com//realty/5276039/,Голиковка,1,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,29.7,4,5,1980.0
5227808,2,Современный ремонт,Есть балкон,Пластиковые,Инд,2003.0,Кирпичные,https://ptz.etagi.com//realty/5227808/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,46.7,3,3,3480.0
5249132,3,Частичный ремонт,Нет балкона,Пластиковые,Инд,1950.0,Кирпичные,https://ptz.etagi.com//realty/5249132/,Зарека,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,1,0,0,2.75,59.5,1,2,2300.0
5267154,3,Косметический ремонт,Есть балкон,Пластиковые,А-1,1961.0,Кирпичные,https://ptz.etagi.com//realty/5267154/,Октябрьский,1,0,0,0,0,0,открытый двор,отсутствует,есть,1,0,0,0,0,0,0,0,0,2.5,55.8,2,4,2945.0
5266708,2,Косметический ремонт,Нет балкона,Пластиковые,Инд,1969.0,Блочные,https://ptz.etagi.com//realty/5266708/,Голиковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,48.7,5,5,2900.0
5267293,2,Косметический ремонт,Есть балкон,Пластиковые,Общ,1984.0,Кирпичные,https://ptz.etagi.com//realty/5267293/,Ключевая,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,31.0,4,5,870.0
5272104,2,Косметический ремонт,Есть балкон,Пластиковые,А-1,1957.0,Деревянные,https://ptz.etagi.com//realty/5272104/,Перевалка,1,0,0,0,0,0,открытый двор,есть,есть,1,1,1,0,0,0,0,0,0,2.5,56.0,2,2,1965.0
5229882,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,2006.0,Кирпичные,https://ptz.etagi.com//realty/5229882/,Зарека,1,0,0,0,0,0,закрытый двор,есть,есть,0,0,0,0,0,0,0,0,0,2.5,69.0,5,5,5490.0
5242397,3,Современный ремонт,Есть балкон,Пластиковые,Инд,2003.0,Кирпичные,https://ptz.etagi.com//realty/5242397/,Перевалка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,95.6,3,7,6500.0
5242927,3,Ремонт по дизайн проекту,Нет балкона,Пластиковые,Инд,2016.0,Монолитные,https://ptz.etagi.com//realty/5242927/,Кукковка,0,0,0,1,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.7,85.6,2,25,8700.0
5275450,2,Улучшенная черновая отделка,Есть балкон,Пластиковые,Инд,2018.0,Панельные,https://ptz.etagi.com//realty/5275450/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,42.0,4,9,3700.0
5243309,3,Современный ремонт,Лоджия,Пластиковые,Инд,2012.0,Панельные,https://ptz.etagi.com//realty/5243309/,Ключевая,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,1,1,1,2.5,69.0,5,5,4500.0
5244797,3,Современный ремонт,Есть балкон,Пластиковые,Инд,2018.0,Панельные,https://ptz.etagi.com//realty/5244797/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,64.6,9,9,5750.0
5248598,4,Косметический ремонт,Есть балкон,Пластиковые,75 ,1994.0,Панельные,https://ptz.etagi.com//realty/5248598/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,1,1,1,0,1,1,2.5,74.6,1,11,4300.0
5265420,4,Частичный ремонт,Есть балкон,Пластиковые,Инд,,Блочные,https://ptz.etagi.com//realty/5265420/,Янишполе п.,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,58.6,3,5,1650.0
5193123,2,Косметический ремонт,Нет балкона,Пластиковые,Инд,1951.0,Кирпичные,https://ptz.etagi.com//realty/5193123/,Голиковка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.95,58.9,2,3,4050.0
5167683,4,Современный ремонт,Два балкона и более,Пластиковые,Инд,1997.0,Монолитные,https://ptz.etagi.com//realty/5167683/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,85.5,1,16,6500.0
5147575,1,Косметический ремонт,Есть балкон,Деревянные,Общ,1980.0,Кирпичные,https://ptz.etagi.com//realty/5147575/,Ключевая,1,0,0,0,0,0,открытый двор,отсутствует,отсутствует,1,0,0,0,0,0,0,0,0,2.5,16.6,4,9,699.0
5131859,2,Косметический ремонт,Нет балкона,Пластиковые,Инд,1977.0,Панельные,https://ptz.etagi.com//realty/5131859/,Голиковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,55.3,4,9,4000.0
5163089,3,Современный ремонт,Есть балкон,Пластиковые,1-335А,1966.0,Панельные,https://ptz.etagi.com//realty/5163089/,Голиковка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,56.3,1,5,3570.0
5162077,1,Косметический ремонт,Нет балкона,Пластиковые,Инд,2017.0,Панельные,https://ptz.etagi.com//realty/5162077/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,36.0,5,5,2950.0
5228222,2,Современный ремонт,Есть балкон,Пластиковые,Инд,1980.0,Панельные,https://ptz.etagi.com//realty/5228222/,Голиковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,46.3,4,5,3400.0
5227518,1,Современный ремонт,Есть балкон,Пластиковые,Инд,2017.0,Панельные,https://ptz.etagi.com//realty/5227518/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,33.5,2,5,2750.0
5173168,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Кирпичные,https://ptz.etagi.com//realty/5173168/,Октябрьский,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,31.9,4,5,2379.0
5180509,2,Современный ремонт,Есть балкон,Пластиковые,Инд,2010.0,Кирпичные,https://ptz.etagi.com//realty/5180509/,Сулажгора,0,1,0,0,0,0,открытый двор,есть,отсутствует,1,0,0,0,0,0,0,0,0,2.5,65.0,4,5,5150.0
5160434,3,Косметический ремонт,Есть балкон,Пластиковые,Инд,1992.0,Панельные,https://ptz.etagi.com//realty/5160434/,Перевалка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.55,68.0,7,9,4370.0
5229266,2,Улучшенная черновая отделка,Есть балкон,Пластиковые,Инд,2018.0,Монолитные,https://ptz.etagi.com//realty/5229266/,Центр,1,1,0,1,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.75,41.3,9,9,4590.0
5136667,1,Косметический ремонт,Есть балкон,Пластиковые,Общ,1984.0,Кирпичные,https://ptz.etagi.com//realty/5136667/,Железнодорожный,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,12.0,5,5,450.0
5219620,2,Частичный ремонт,Есть балкон,Пластиковые,Инд,,Блочные,https://ptz.etagi.com//realty/5219620/,Перевалка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,40.5,1,2,2700.0
5123378,3,Косметический ремонт,Есть балкон,Пластиковые,Инд,2014.0,Панельные,https://ptz.etagi.com//realty/5123378/,Перевалка,1,0,0,0,0,0,открытый двор,есть,есть,1,1,0,0,0,0,0,0,0,2.5,75.0,3,5,7100.0
5161797,2,Современный ремонт,Есть балкон,Пластиковые,Инд,,Панельные,https://ptz.etagi.com//realty/5161797/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,57.0,2,3,4990.0
5211240,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,2015.0,Панельные,https://ptz.etagi.com//realty/5211240/,Перевалка,1,1,0,1,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,52.5,1,21,4600.0
5216823,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,1995.0,Панельные,https://ptz.etagi.com//realty/5216823/,5-й посёлок,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,39.0,1,5,1800.0
5214234,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Деревянные,https://ptz.etagi.com//realty/5214234/,Первомайский,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,34.3,1,2,1560.0
5144139,4,Частичный ремонт,Есть балкон,Пластиковые,Хрущ,1973.0,Панельные,https://ptz.etagi.com//realty/5144139/,Ключевая,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.55,14.0,1,5,490.0
5221455,1,Современный ремонт,Есть балкон,Пластиковые,Инд,,Панельные,https://ptz.etagi.com//realty/5221455/,Древлянка,1,1,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.75,36.0,5,5,4000.0
5144941,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,1974.0,Панельные,https://ptz.etagi.com//realty/5144941/,Ключевая,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,43.7,1,5,1950.0
5139663,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,2013.0,Кирпичные,https://ptz.etagi.com//realty/5139663/,Октябрьский,1,0,0,0,0,0,открытый двор,есть,есть,1,1,0,0,0,0,0,0,0,2.5,36.5,2,8,3600.0
5219339,3,Требует ремонта,Нет балкона,Деревянные,Инд,,Деревянные,https://ptz.etagi.com//realty/5219339/,Железнодорожный,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.54,61.0,2,2,1320.0
5208966,3,Современный ремонт,Нет балкона,Пластиковые,Инд,2017.0,Кирпичные,https://ptz.etagi.com//realty/5208966/,Ключевая,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,53.4,1,3,4000.0
5188397,4,Косметический ремонт,Нет балкона,Пластиковые,Инд,1969.0,Панельные,https://ptz.etagi.com//realty/5188397/,Октябрьский,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,14.0,5,5,720.0
5188737,1,Косметический ремонт,Есть балкон,Пластиковые,Общ,1980.0,Кирпичные,https://ptz.etagi.com//realty/5188737/,Ключевая,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,18.0,2,9,580.0
5173893,3,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Панельные,https://ptz.etagi.com//realty/5173893/,Кукковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,62.2,5,5,3670.0
5160701,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,1969.0,Панельные,https://ptz.etagi.com//realty/5160701/,Новая Вилга п.,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,40.7,3,3,1559.0
5208762,1,Современный ремонт,Лоджия,Пластиковые,Инд,,Монолитные,https://ptz.etagi.com//realty/5208762/,Ключевая,1,0,0,0,0,0,открытый двор,есть,есть,0,0,0,0,0,0,0,0,0,2.5,45.4,8,16,3150.0
5092035,1,Косметический ремонт,Есть балкон,Пластиковые,Общ,1990.0,Кирпичные,https://ptz.etagi.com//realty/5092035/,Сулажгора,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,13.0,5,5,440.0
5047147,2,Требует ремонта,Нет балкона,Деревянные,Общ,1980.0,Кирпичные,https://ptz.etagi.com//realty/5047147/,Ключевая,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,29.0,4,9,999.0
5099640,1,Косметический ремонт,Нет балкона,Деревянные,Инд,1961.0,Деревянные,https://ptz.etagi.com//realty/5099640/,Первомайский,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,25.0,1,2,1240.0
5081117,2,Улучшенная черновая отделка,Есть балкон,Пластиковые,Инд,2020.0,Панельные,https://ptz.etagi.com//realty/5081117/,Кукковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,63.0,3,4,3500.0
5090686,3,Косметический ремонт,Нет балкона,Пластиковые,Инд,1934.0,Деревянные,https://ptz.etagi.com//realty/5090686/,Центр,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.9,60.8,2,2,2600.0
5079549,1,Косметический ремонт,Есть балкон,Пластиковые,75 ,1994.0,Панельные,https://ptz.etagi.com//realty/5079549/,Древлянка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,25.3,6,9,2200.0
5047639,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Кирпичные,https://ptz.etagi.com//realty/5047639/,Центр,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,43.2,4,5,3000.0
5081409,3,Улучшенная черновая отделка,Есть балкон,Пластиковые,Инд,2021.0,Панельные,https://ptz.etagi.com//realty/5081409/,Кукковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,97.0,4,4,5600.0
4921461,1,Косметический ремонт,Есть балкон,Пластиковые,Общ,1990.0,Кирпичные,https://ptz.etagi.com//realty/4921461/,Сулажгора,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,17.4,2,5,685.0
5041884,2,Современный ремонт,Есть балкон,Пластиковые,Инд,2020.0,Монолитные,https://ptz.etagi.com//realty/5041884/,Ключевая,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.55,41.3,4,16,3500.0
5081376,2,Улучшенная черновая отделка,Есть балкон,Пластиковые,Инд,2020.0,Панельные,https://ptz.etagi.com//realty/5081376/,Кукковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,63.0,1,4,3350.0
5053782,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,1981.0,Кирпичные,https://ptz.etagi.com//realty/5053782/,Зарека,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,47.1,1,5,2875.0
5125277,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,2014.0,Панельные,https://ptz.etagi.com//realty/5125277/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,36.1,1,5,2900.0
5062739,2,Улучшенная черновая отделка,Есть балкон,Пластиковые,Инд,2019.0,Панельные,https://ptz.etagi.com//realty/5062739/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,35.4,1,5,2575.0
5111872,1,Косметический ремонт,Есть балкон,Пластиковые,Общ,1975.0,Кирпичные,https://ptz.etagi.com//realty/5111872/,Ключевая,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,18.0,4,5,790.0
5117232,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,1962.0,Кирпичные,https://ptz.etagi.com//realty/5117232/,Зарека,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,31.0,5,5,2099.0
5094215,4,Косметический ремонт,Есть балкон,Пластиковые,"75.1, 3-75",1984.0,Панельные,https://ptz.etagi.com//realty/5094215/,Кукковка,1,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,58.8,4,5,3949.0
5088911,3,Косметический ремонт,Есть балкон,Пластиковые,Инд,1957.0,Панельные,https://ptz.etagi.com//realty/5088911/,Центр,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,3.0,76.7,1,5,3950.0
5083177,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,2015.0,Панельные,https://ptz.etagi.com//realty/5083177/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,33.9,3,5,2790.0
5066220,5,Современный ремонт,Есть балкон,Пластиковые,1-335А,1948.0,Кирпичные,https://ptz.etagi.com//realty/5066220/,Центр,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,102.0,2,3,7200.0
5066320,5,Современный ремонт,Есть балкон,Пластиковые,1-335А,1948.0,Кирпичные,https://ptz.etagi.com//realty/5066320/,Центр,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,107.0,3,3,7200.0
5117944,3,Современный ремонт,Есть балкон,Пластиковые,Инд,1979.0,Кирпичные,https://ptz.etagi.com//realty/5117944/,Голиковка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,60.0,5,9,4500.0
5108301,2,Улучшенная черновая отделка,Есть балкон,Пластиковые,Инд,2019.0,Кирпичные,https://ptz.etagi.com//realty/5108301/,Университетский городок,1,0,0,0,0,0,закрытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.7,53.0,3,3,3750.0
5081396,2,Улучшенная черновая отделка,Есть балкон,Пластиковые,Инд,2021.0,Панельные,https://ptz.etagi.com//realty/5081396/,Кукковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,63.0,2,4,3500.0
5077285,1,Современный ремонт,Есть балкон,Пластиковые,Инд,1945.0,Деревянные,https://ptz.etagi.com//realty/5077285/,5-й посёлок,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,31.0,1,2,1849.0
5062609,2,Современный ремонт,Есть балкон,Пластиковые,Инд,1979.0,Кирпичные,https://ptz.etagi.com//realty/5062609/,Голиковка,1,0,0,0,0,0,открытый двор,есть,есть,0,0,0,1,1,1,0,0,0,2.5,48.8,7,9,4080.0
5045668,1,Косметический ремонт,Нет балкона,Пластиковые,Общ,1974.0,Кирпичные,https://ptz.etagi.com//realty/5045668/,Голиковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,18.0,5,9,790.0
5041508,1,Косметический ремонт,Есть балкон,Пластиковые,Общ,1979.0,Кирпичные,https://ptz.etagi.com//realty/5041508/,Зарека,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,23.0,4,5,900.0
5095990,1,Современный ремонт,Есть балкон,Пластиковые,Общ,1978.0,Кирпичные,https://ptz.etagi.com//realty/5095990/,Центр,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,17.0,5,5,850.0
5059091,2,Современный ремонт,Есть балкон,Пластиковые,1-335,1956.0,Кирпичные,https://ptz.etagi.com//realty/5059091/,Центр,1,0,0,0,0,0,закрытый двор,есть,есть,0,0,0,1,1,1,0,0,0,2.5,56.6,3,4,4200.0
5024912,1,Современный ремонт,Нет балкона,Пластиковые,Инд,1964.0,Блочные,https://ptz.etagi.com//realty/5024912/,Центр,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,30.9,5,5,2290.0
4988019,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,2003.0,Кирпичные,https://ptz.etagi.com//realty/4988019/,Кукковка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.55,43.0,4,5,3000.0
4898607,3,Современный ремонт,Нет балкона,Пластиковые,Инд,1990.0,Кирпичные,https://ptz.etagi.com//realty/4898607/,Соломенное,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,80.0,1,5,4480.0
4888103,1,Современный ремонт,Есть балкон,Пластиковые,Инд,2008.0,Монолитные,https://ptz.etagi.com//realty/4888103/,Кукковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,38.1,6,15,3150.0
4990882,3,Современный ремонт,Есть балкон,Пластиковые,75 ,1991.0,Панельные,https://ptz.etagi.com//realty/4990882/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,65.0,8,9,4080.0
4921264,3,Частичный ремонт,Есть балкон,Деревянные,Инд,1981.0,Кирпичные,https://ptz.etagi.com//realty/4921264/,Зарека,1,0,0,0,0,0,открытый двор,отсутствует,есть,1,0,0,0,0,0,0,0,0,2.5,79.2,1,5,3300.0
4902759,3,Улучшенная черновая отделка,Есть балкон,Пластиковые,Инд,2018.0,Монолитные,https://ptz.etagi.com//realty/4902759/,Центр,0,0,0,1,0,0,закрытый двор,есть,есть,0,1,0,0,0,0,0,0,0,2.75,72.0,5,9,6190.0
5027617,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,1983.0,Панельные,https://ptz.etagi.com//realty/5027617/,Суоярви,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,45.0,3,9,1300.0
5027502,2,Современный ремонт,Есть балкон,Пластиковые,Инд,2016.0,Панельные,https://ptz.etagi.com//realty/5027502/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,54.0,1,5,3800.0
