Код объекта,Комнатность,Ремонт,Балкон,Материал окон,Серия,Год постройки,Стены,url,Адрес,наземный паркинг,гостевой паркинг,парковка отсутствует,подземный паркинг,гараж во дворе,парковка,Двор,Железная дверь,Счетчик воды,во двор,на детскую площадку,стены соседних домов,памятники архитектуры,культуры,пешеходные бульвары,дороги,трассы,автомобильные мосты,Высота потолков,Общая площадь,этаж,всего этажей,цена
5617241,4,Косметический ремонт,Есть балкон,Пластиковые,Хрущ,,Панельные,https://ptz.etagi.com//realty/5617241/,Эссойла с.,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,58.7,2,5,1299.0
5635687,4,Косметический ремонт,Есть балкон,Пластиковые,Инд,1982.0,Панельные,https://ptz.etagi.com//realty/5635687/,Кукковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,70.8,8,9,4110.0
5611522,1,Косметический ремонт,Есть балкон,Пластиковые,75 ,1989.0,Панельные,https://ptz.etagi.com//realty/5611522/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,35.0,1,11,2500.0
5624199,1,Частичный ремонт,Есть балкон,Пластиковые,Инд,1973.0,Блочные,https://ptz.etagi.com//realty/5624199/,Первомайский,1,0,0,0,0,0,открытый двор,отсутствует,есть,1,0,0,0,0,0,0,0,0,2.5,31.8,4,5,1890.0
5629703,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Кирпичные,https://ptz.etagi.com//realty/5629703/,Первомайский,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,45.0,2,5,2650.0
5635708,2,Современный ремонт,Нет балкона,Пластиковые,Инд,2016.0,Панельные,https://ptz.etagi.com//realty/5635708/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,51.0,4,5,4350.0
5622303,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Монолитные,https://ptz.etagi.com//realty/5622303/,Голиковка,1,0,0,0,0,0,открытый двор,есть,отсутствует,1,1,1,0,0,0,0,0,0,2.5,33.2,5,10,2640.0
5622133,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Кирпичные,https://ptz.etagi.com//realty/5622133/,Кукковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,37.6,7,12,2950.0
5612915,3,Косметический ремонт,Есть балкон,Пластиковые,Инд,2014.0,Панельные,https://ptz.etagi.com//realty/5612915/,Перевалка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,74.0,4,5,6000.0
5624432,3,Косметический ремонт,Есть балкон,Пластиковые,75 ,,Панельные,https://ptz.etagi.com//realty/5624432/,Перевалка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,73.0,7,10,4680.0
5628131,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,2008.0,Панельные,https://ptz.etagi.com//realty/5628131/,Ключевая,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,53.6,5,5,3800.0
5630063,1,Частичный ремонт,Есть балкон,Пластиковые,75 ,1992.0,Панельные,https://ptz.etagi.com//realty/5630063/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,1,0,0,0,0,0,0,0,2.5,36.3,6,9,2350.0
5638427,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Панельные,https://ptz.etagi.com//realty/5638427/,Кондопога,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,39.5,9,9,1550.0
5619485,3,Современный ремонт,Есть балкон,Пластиковые,75 ,1989.0,Панельные,https://ptz.etagi.com//realty/5619485/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.55,65.2,1,9,3750.0
5644265,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,1941.0,Кирпичные,https://ptz.etagi.com//realty/5644265/,Центр,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,3.3,53.4,3,4,4900.0
5637165,5,Косметический ремонт,Есть балкон,Пластиковые,Общ,1960.0,Кирпичные,https://ptz.etagi.com//realty/5637165/,Голиковка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,12.5,2,5,550.0
5635299,3,Косметический ремонт,Есть балкон,Пластиковые,Инд,1975.0,Панельные,https://ptz.etagi.com//realty/5635299/,Ключевая,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,62.0,3,5,3480.0
5629657,2,Современный ремонт,Есть балкон,Пластиковые,Инд,2010.0,Панельные,https://ptz.etagi.com//realty/5629657/,Октябрьский,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.6,53.6,1,5,5900.0
5613820,1,Косметический ремонт,Нет балкона,Пластиковые,Общ,1984.0,Кирпичные,https://ptz.etagi.com//realty/5613820/,Железнодорожный,0,0,1,0,0,0,открытый двор,есть,отсутствует,1,0,0,0,0,0,0,0,0,2.5,18.0,4,5,780.0
5613807,3,Частичный ремонт,Нет балкона,Пластиковые,Инд,2016.0,Блочные,https://ptz.etagi.com//realty/5613807/,Перевалка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,60.7,2,3,3500.0
5622856,1,Частичный ремонт,Есть балкон,Пластиковые,Хрущ,,Панельные,https://ptz.etagi.com//realty/5622856/,Октябрьский,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,31.0,3,5,2200.0
5634070,1,Косметический ремонт,Нет балкона,Пластиковые,Общ,1974.0,Кирпичные,https://ptz.etagi.com//realty/5634070/,Голиковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,12.0,7,9,750.0
5628432,4,Косметический ремонт,Есть балкон,Пластиковые,Хрущ,,Панельные,https://ptz.etagi.com//realty/5628432/,Эссойла с.,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,58.7,2,5,1750.0
5627272,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Кирпичные,https://ptz.etagi.com//realty/5627272/,Пиндуши ПГТ,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,51.5,1,5,940.0
5631007,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,1963.0,Блочные,https://ptz.etagi.com//realty/5631007/,Голиковка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,46.0,2,5,2870.0
5613896,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Кирпичные,https://ptz.etagi.com//realty/5613896/,Медвежьегорск,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,33.0,1,5,1450.0
5615916,1,Косметический ремонт,Есть балкон,Пластиковые,Общ,1990.0,Кирпичные,https://ptz.etagi.com//realty/5615916/,Сулажгора,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,18.0,4,5,600.0
5585216,1,Косметический ремонт,Есть балкон,Пластиковые,Общ,1982.0,Панельные,https://ptz.etagi.com//realty/5585216/,5-й посёлок,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,13.0,5,5,550.0
5585478,3,Косметический ремонт,Есть балкон,Пластиковые,Инд,2006.0,Панельные,https://ptz.etagi.com//realty/5585478/,Кукковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,65.0,1,9,4200.0
5611456,1,Косметический ремонт,Лоджия,Пластиковые,75 ,1987.0,Панельные,https://ptz.etagi.com//realty/5611456/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,33.9,8,9,2420.0
5614075,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,1976.0,Кирпичные,https://ptz.etagi.com//realty/5614075/,Медвежьегорск,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,27.7,5,5,1100.0
5598721,3,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Кирпичные,https://ptz.etagi.com//realty/5598721/,Центр,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,3.0,74.5,2,4,4950.0
5592032,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,2017.0,Монолитные,https://ptz.etagi.com//realty/5592032/,Перевалка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,59.9,1,22,4900.0
5596993,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,1993.0,Панельные,https://ptz.etagi.com//realty/5596993/,Перевалка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.55,34.5,1,16,2400.0
5599579,3,Косметический ремонт,Нет балкона,Пластиковые,Инд,,Деревянные,https://ptz.etagi.com//realty/5599579/,Соломенное,1,0,0,0,0,0,открытый двор,есть,отсутствует,1,0,0,0,0,0,1,0,0,2.5,53.9,2,2,1558.0
5614973,3,Косметический ремонт,Нет балкона,Пластиковые,Инд,,Панельные,https://ptz.etagi.com//realty/5614973/,Чална,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,71.6,3,3,2300.0
5595226,2,Современный ремонт,Есть балкон,Пластиковые,Инд,2011.0,Панельные,https://ptz.etagi.com//realty/5595226/,Перевалка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,52.0,5,9,3880.0
5608772,1,Частичный ремонт,Есть балкон,Пластиковые,Общ,1970.0,Кирпичные,https://ptz.etagi.com//realty/5608772/,Октябрьский,1,0,0,0,0,0,открытый двор,есть,отсутствует,1,0,0,0,0,0,0,0,0,2.5,12.0,3,5,690.0
5579942,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,1972.0,Панельные,https://ptz.etagi.com//realty/5579942/,Голиковка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,30.0,3,5,2150.0
5582565,3,Частичный ремонт,Есть балкон,Пластиковые,Инд,,Кирпичные,https://ptz.etagi.com//realty/5582565/,Голиковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,59.1,2,5,3800.0
5613525,2,Косметический ремонт,Есть балкон,Пластиковые,Хрущ,1994.0,Панельные,https://ptz.etagi.com//realty/5613525/,Мелиоративный п.,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.7,49.5,3,5,2000.0
5609182,3,Косметический ремонт,Нет балкона,Пластиковые,Инд,,Деревянные,https://ptz.etagi.com//realty/5609182/,Голиковка,1,0,0,0,0,0,закрытый двор,есть,есть,1,0,0,1,1,1,0,0,0,2.7,60.2,2,2,2500.0
5581195,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Деревянные,https://ptz.etagi.com//realty/5581195/,Птицефабрика,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,45.5,2,2,1350.0
5613454,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,1960.0,Кирпичные,https://ptz.etagi.com//realty/5613454/,Центр,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,42.8,1,5,2450.0
5611455,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,2010.0,Кирпичные,https://ptz.etagi.com//realty/5611455/,Октябрьский,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.7,29.3,8,9,2770.0
5605730,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,1984.0,Кирпичные,https://ptz.etagi.com//realty/5605730/,Перевалка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,31.5,5,5,2649.0
5614004,3,Косметический ремонт,Есть балкон,Пластиковые,Инд,1971.0,Панельные,https://ptz.etagi.com//realty/5614004/,Октябрьский,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,60.8,5,5,3750.0
5600686,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Панельные,https://ptz.etagi.com//realty/5600686/,Ключевая,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,37.0,5,5,2200.0
5597038,4,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Панельные,https://ptz.etagi.com//realty/5597038/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,71.6,3,9,4500.0
5582491,4,Частичный ремонт,Есть балкон,Пластиковые,75 ,,Панельные,https://ptz.etagi.com//realty/5582491/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,71.3,6,9,3999.0
5585543,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,2011.0,Панельные,https://ptz.etagi.com//realty/5585543/,Голиковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,64.0,4,5,5000.0
5585466,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,2016.0,Монолитные,https://ptz.etagi.com//realty/5585466/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,0,0,0,0,0,0,0,0,0,2.5,32.7,7,9,3300.0
5608152,2,Косметический ремонт,Нет балкона,Деревянные,Инд,,Деревянные,https://ptz.etagi.com//realty/5608152/,Октябрьский,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,43.7,2,2,1900.0
5589671,2,Частичный ремонт,Есть балкон,Деревянные,75 ,1979.0,Панельные,https://ptz.etagi.com//realty/5589671/,Кукковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,1,0,0,0,0,0,0,2.5,53.0,3,5,3150.0
5616906,2,Косметический ремонт,Есть балкон,Пластиковые,75 ,1989.0,Панельные,https://ptz.etagi.com//realty/5616906/,Древлянка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,53.4,5,9,3880.0
5554061,3,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Панельные,https://ptz.etagi.com//realty/5554061/,Ключевая,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,49.9,5,5,2800.0
5583918,1,Косметический ремонт,Нет балкона,Пластиковые,Инд,,Кирпичные,https://ptz.etagi.com//realty/5583918/,Зарека,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,18.0,5,5,550.0
5550198,3,Косметический ремонт,Есть балкон,Пластиковые,Инд,1984.0,Панельные,https://ptz.etagi.com//realty/5550198/,Сулажгора,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,49.5,4,5,3100.0
5553154,2,Косметический ремонт,Есть балкон,Пластиковые/деревянные,Инд,1987.0,Кирпичные,https://ptz.etagi.com//realty/5553154/,Голиковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,1,1,1,2.5,57.7,5,14,3600.0
5564012,4,Косметический ремонт,Есть балкон,Пластиковые,Инд,1991.0,Кирпичные,https://ptz.etagi.com//realty/5564012/,Железнодорожный,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,77.2,2,5,3890.0
5578756,4,Косметический ремонт,Есть балкон,Пластиковые,1-335А,1979.0,Панельные,https://ptz.etagi.com//realty/5578756/,Кукковка,1,0,0,0,0,0,открытый двор,есть,есть,1,1,0,0,0,0,1,0,0,2.5,84.1,5,5,5390.0
5553576,3,Современный ремонт,Есть балкон,Пластиковые,Инд,,Деревянные,https://ptz.etagi.com//realty/5553576/,Новая Вилга п.,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,61.3,1,2,2000.0
5549412,2,Современный ремонт,Есть балкон,Пластиковые,Инд,,Деревянные,https://ptz.etagi.com//realty/5549412/,Голиковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,35.0,1,2,1550.0
5529145,1,Современный ремонт,Есть балкон,Пластиковые,Инд,2013.0,Монолитные,https://ptz.etagi.com//realty/5529145/,Старая Кукковка,1,1,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,35.0,1,6,3000.0
5558520,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Панельные,https://ptz.etagi.com//realty/5558520/,Октябрьский,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,14.0,1,9,1600.0
5541371,1,Современный ремонт,Есть балкон,Пластиковые,Инд,2012.0,Кирпичные,https://ptz.etagi.com//realty/5541371/,Сулажгора,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.6,37.0,5,5,2999.0
5577811,3,Современный ремонт,Есть балкон,Пластиковые,Инд,,Панельные,https://ptz.etagi.com//realty/5577811/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,54.6,3,5,4750.0
5542694,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,2008.0,Панельные,https://ptz.etagi.com//realty/5542694/,Ключевая,1,0,0,0,0,0,открытый двор,есть,есть,0,0,0,0,0,0,1,0,0,2.7,47.5,2,9,3600.0
5574969,1,Косметический ремонт,Есть балкон,Пластиковые,75 ,1989.0,Панельные,https://ptz.etagi.com//realty/5574969/,Древлянка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,34.5,8,9,2810.0
5575526,2,Частичный ремонт,Есть балкон,Пластиковые,Инд,1976.0,Кирпичные,https://ptz.etagi.com//realty/5575526/,Октябрьский,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,48.0,5,5,2900.0
5533595,2,Современный ремонт,Есть балкон,Пластиковые,335-с,1979.0,Панельные,https://ptz.etagi.com//realty/5533595/,Кукковка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,50.0,2,5,3990.0
5559016,1,Косметический ремонт,Нет балкона,Пластиковые,Инд,1975.0,Панельные,https://ptz.etagi.com//realty/5559016/,Ключевая,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,30.8,1,5,2199.0
5560509,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,1983.0,Панельные,https://ptz.etagi.com//realty/5560509/,Ключевая,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.7,31.0,1,5,1880.0
5546101,2,Современный ремонт,Есть балкон,Пластиковые,Инд,1974.0,Кирпичные,https://ptz.etagi.com//realty/5546101/,Голиковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,47.6,5,5,3390.0
5533720,1,Косметический ремонт,Есть балкон,Пластиковые,Общ,,Панельные,https://ptz.etagi.com//realty/5533720/,Мелиоративный п.,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,34.2,3,5,950.0
5526945,1,Современный ремонт,Есть балкон,Пластиковые,2-68-1-0,1987.0,Панельные,https://ptz.etagi.com//realty/5526945/,Кукковка,0,1,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,35.0,2,16,2590.0
5568668,3,Косметический ремонт,Есть балкон,Пластиковые,Инд,1968.0,Панельные,https://ptz.etagi.com//realty/5568668/,Перевалка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,54.0,4,5,3100.0
5560676,3,Улучшенная черновая отделка,Есть балкон,Пластиковые,Инд,2020.0,Монолитные,https://ptz.etagi.com//realty/5560676/,Кукковка,1,1,0,0,0,0,закрытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.8,68.4,2,25,5940.0
5564327,1,Современный ремонт,Есть балкон,Пластиковые,Инд,1985.0,Кирпичные,https://ptz.etagi.com//realty/5564327/,Ключевая,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,28.9,8,9,2100.0
5541983,2,Косметический ремонт,Нет балкона,Деревянные,Инд,1987.0,Панельные,https://ptz.etagi.com//realty/5541983/,Ключевая,1,0,0,0,0,0,открытый двор,есть,отсутствует,1,0,0,0,0,0,0,0,0,2.5,212.5,5,5,1800.0
5575808,1,Косметический ремонт,Лоджия,Пластиковые,75 ,2009.0,Панельные,https://ptz.etagi.com//realty/5575808/,Октябрьский,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,37.0,3,5,3350.0
5559954,3,Косметический ремонт,Есть балкон,Пластиковые,Общ,,Кирпичные,https://ptz.etagi.com//realty/5559954/,Первомайский,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.55,80.0,2,2,900.0
5557733,1,Современный ремонт,Есть балкон,Пластиковые,Инд,1955.0,Блочные,https://ptz.etagi.com//realty/5557733/,Перевалка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.7,31.0,3,4,2699.0
5548408,3,Современный ремонт,Есть балкон,Пластиковые,Инд,2014.0,Панельные,https://ptz.etagi.com//realty/5548408/,Перевалка,1,1,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.7,73.5,5,5,5900.0
5561125,2,Косметический ремонт,Нет балкона,Пластиковые,Инд,1966.0,Панельные,https://ptz.etagi.com//realty/5561125/,Центр,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,58.0,3,5,3200.0
5488903,3,Косметический ремонт,Есть балкон,Пластиковые,Инд,1971.0,Блочные,https://ptz.etagi.com//realty/5488903/,Зарека,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.55,55.0,3,5,3099.0
5518702,3,Частичный ремонт,Есть балкон,Пластиковые,Инд,,Деревянные,https://ptz.etagi.com//realty/5518702/,Новая Вилга п.,1,0,0,0,0,0,открытый двор,отсутствует,есть,1,0,0,0,0,0,0,0,0,2.5,59.5,1,2,1560.0
5525183,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,1979.0,Кирпичные,https://ptz.etagi.com//realty/5525183/,Первомайский,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,1,0,0,2.5,31.4,4,5,2300.0
5513638,3,Косметический ремонт,Есть балкон,Пластиковые,Инд,1992.0,Панельные,https://ptz.etagi.com//realty/5513638/,Древлянка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.57,80.0,3,10,4100.0
5523978,2,Современный ремонт,Нет балкона,Пластиковые,Хрущ,1963.0,Кирпичные,https://ptz.etagi.com//realty/5523978/,Центр,1,0,0,0,0,0,открытый двор,есть,есть,0,0,1,1,1,1,0,0,0,2.5,42.5,1,5,4300.0
5506259,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Кирпичные,https://ptz.etagi.com//realty/5506259/,Голиковка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,47.8,1,5,3500.0
5498626,3,Современный ремонт,Есть балкон,Пластиковые,Инд,2013.0,Монолитные,https://ptz.etagi.com//realty/5498626/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,75.9,1,19,6100.0
5482221,2,Косметический ремонт,Есть балкон,Пластиковые,75 ,1989.0,Панельные,https://ptz.etagi.com//realty/5482221/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,55.5,3,10,3800.0
5485779,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,2015.0,Панельные,https://ptz.etagi.com//realty/5485779/,Перевалка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,33.5,8,9,3100.0
5477843,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,1979.0,Панельные,https://ptz.etagi.com//realty/5477843/,Кукковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,37.4,8,9,2300.0
5504528,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,1994.0,Панельные,https://ptz.etagi.com//realty/5504528/,Древлянка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,39.0,4,10,2570.0
5524384,1,Косметический ремонт,Нет балкона,Пластиковые,Инд,,Кирпичные,https://ptz.etagi.com//realty/5524384/,Первомайский,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,37.0,2,3,2300.0
5473547,3,Ремонт по дизайн проекту,Есть балкон,Пластиковые,75 ,1989.0,Панельные,https://ptz.etagi.com//realty/5473547/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,1,0,0,0,1,0,0,2.55,65.2,2,9,4500.0
5524720,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Блочные,https://ptz.etagi.com//realty/5524720/,Кукковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,37.8,2,6,3000.0
5513581,1,Современный ремонт,Нет балкона,Пластиковые,Инд,1963.0,Кирпичные,https://ptz.etagi.com//realty/5513581/,Центр,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,30.6,3,5,2490.0
5489774,1,Косметический ремонт,Есть балкон,Пластиковые,Инд,,Кирпичные,https://ptz.etagi.com//realty/5489774/,Кондопога,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,31.4,1,5,1300.0
5494362,2,Косметический ремонт,Есть балкон,Пластиковые,Инд,1970.0,Панельные,https://ptz.etagi.com//realty/5494362/,Октябрьский,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,28.8,5,5,3170.0
5520582,3,Современный ремонт,Есть балкон,Пластиковые,Инд,2015.0,Блочные,https://ptz.etagi.com//realty/5520582/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,69.5,3,5,5270.0
5511990,1,Современный ремонт,Есть балкон,Пластиковые,75 ,1978.0,Панельные,https://ptz.etagi.com//realty/5511990/,Кукковка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,35.5,5,5,2900.0
5520872,3,Косметический ремонт,Есть балкон,Пластиковые,75 ,1989.0,Панельные,https://ptz.etagi.com//realty/5520872/,Древлянка,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,65.2,3,10,4600.0
5489447,1,Современный ремонт,Есть балкон,Пластиковые,Инд,2018.0,Панельные,https://ptz.etagi.com//realty/5489447/,Первомайский,1,0,0,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,37.0,8,17,3499.0
5519675,3,Современный ремонт,Есть балкон,Пластиковые,75 ,1989.0,Панельные,https://ptz.etagi.com//realty/5519675/,Перевалка,0,0,1,0,0,0,открытый двор,есть,есть,1,0,0,0,0,0,0,0,0,2.5,65.6,1,10,4399.0
